"COMMUNITY AREA","YEAR","VALUE","GI_VAR"
"50. Pullman","1980",20.8067092651757,"Pct Female Headed Household with Kids"
"50. Pullman","1990",19.7,"Pct Female Headed Household with Kids"
"50. Pullman","2000",23.6986301369863,"Pct Female Headed Household with Kids"
"50. Pullman","2010",27.8670953912111,"Pct Female Headed Household with Kids"
"50. Pullman","2008 - 2012",22.7024070021882,"Pct Female Headed Household with Kids"
"50. Pullman","2013 - 2017",29.1588785046729,"Pct Female Headed Household with Kids"
"51. South Deering","1970",8.2345601996257,"Pct Female Headed Household with Kids"
"51. South Deering","1980",15.1219512195122,"Pct Female Headed Household with Kids"
"51. South Deering","1990",20.5,"Pct Female Headed Household with Kids"
"51. South Deering","2000",18.5935637663886,"Pct Female Headed Household with Kids"
"51. South Deering","2010",20.93147751606,"Pct Female Headed Household with Kids"
"51. South Deering","2008 - 2012",23.3712512926577,"Pct Female Headed Household with Kids"
"51. South Deering","2013 - 2017",22.5642558278542,"Pct Female Headed Household with Kids"
"52. East Side","1970",3.82464096749811,"Pct Female Headed Household with Kids"
"52. East Side","1980",6.97916666666667,"Pct Female Headed Household with Kids"
"52. East Side","1990",7.5,"Pct Female Headed Household with Kids"
"52. East Side","2000",9.77762089657607,"Pct Female Headed Household with Kids"
"52. East Side","2010",12.2770790313497,"Pct Female Headed Household with Kids"
"52. East Side","2008 - 2012",15.7627118644068,"Pct Female Headed Household with Kids"
"52. East Side","2013 - 2017",14.9295774647887,"Pct Female Headed Household with Kids"
"53. West Pullman","1970",4.5591230963236,"Pct Female Headed Household with Kids"
"53. West Pullman","1980",19.0448055145249,"Pct Female Headed Household with Kids"
"53. West Pullman","1990",20.6,"Pct Female Headed Household with Kids"
"53. West Pullman","2000",20.4382141595005,"Pct Female Headed Household with Kids"
"53. West Pullman","2010",21.9183214687149,"Pct Female Headed Household with Kids"
"53. West Pullman","2008 - 2012",22.0753983676642,"Pct Female Headed Household with Kids"
"53. West Pullman","2013 - 2017",21.8489849569154,"Pct Female Headed Household with Kids"
"54. Riverdale","1970",38.0032206119163,"Pct Female Headed Household with Kids"
"54. Riverdale","1980",45.1283739302173,"Pct Female Headed Household with Kids"
"54. Riverdale","1990",54.6,"Pct Female Headed Household with Kids"
"54. Riverdale","2000",53.5530821917808,"Pct Female Headed Household with Kids"
"54. Riverdale","2010",54.3653250773994,"Pct Female Headed Household with Kids"
"54. Riverdale","2008 - 2012",55.4906542056075,"Pct Female Headed Household with Kids"
"54. Riverdale","2013 - 2017",54.7563805104408,"Pct Female Headed Household with Kids"
"55. Hegewisch","1970",3.47342827370615,"Pct Female Headed Household with Kids"
"55. Hegewisch","1980",4.90874764002517,"Pct Female Headed Household with Kids"
"55. Hegewisch","1990",6.6,"Pct Female Headed Household with Kids"
"55. Hegewisch","2000",7.54642433820624,"Pct Female Headed Household with Kids"
"55. Hegewisch","2010",11.3568694172692,"Pct Female Headed Household with Kids"
"55. Hegewisch","2008 - 2012",19.2246835443038,"Pct Female Headed Household with Kids"
"55. Hegewisch","2013 - 2017",3.85457731055629,"Pct Female Headed Household with Kids"
"56. Garfield Ridge","1970",4.3533351434519,"Pct Female Headed Household with Kids"
"56. Garfield Ridge","1980",6.20813284272101,"Pct Female Headed Household with Kids"
"56. Garfield Ridge","1990",7.2,"Pct Female Headed Household with Kids"
"56. Garfield Ridge","2000",8.36730315382965,"Pct Female Headed Household with Kids"
"56. Garfield Ridge","2010",7.10356933879462,"Pct Female Headed Household with Kids"
"56. Garfield Ridge","2008 - 2012",5.54704981745377,"Pct Female Headed Household with Kids"
"56. Garfield Ridge","2013 - 2017",7.66101694915254,"Pct Female Headed Household with Kids"
"57. Archer Heights","1970",3.23310701584222,"Pct Female Headed Household with Kids"
"57. Archer Heights","1980",4.86035545883206,"Pct Female Headed Household with Kids"
"57. Archer Heights","1990",4.7,"Pct Female Headed Household with Kids"
"57. Archer Heights","2000",7.71331058020478,"Pct Female Headed Household with Kids"
"57. Archer Heights","2010",11.386811692726,"Pct Female Headed Household with Kids"
"57. Archer Heights","2008 - 2012",13.0565785068631,"Pct Female Headed Household with Kids"
"57. Archer Heights","2013 - 2017",9.69405293915435,"Pct Female Headed Household with Kids"
"58. Brighton Park","1970",4.96829851366802,"Pct Female Headed Household with Kids"
"58. Brighton Park","1980",7.08263069139966,"Pct Female Headed Household with Kids"
"58. Brighton Park","1990",10,"Pct Female Headed Household with Kids"
"58. Brighton Park","2000",10.1696658097686,"Pct Female Headed Household with Kids"
"58. Brighton Park","2010",13.1851244749513,"Pct Female Headed Household with Kids"
"58. Brighton Park","2008 - 2012",13.2564841498559,"Pct Female Headed Household with Kids"
"58. Brighton Park","2013 - 2017",11.8779770953684,"Pct Female Headed Household with Kids"
"59. McKinley Park","1970",6.36722606120434,"Pct Female Headed Household with Kids"
"59. McKinley Park","1980",10.6870229007634,"Pct Female Headed Household with Kids"
"59. McKinley Park","1990",12.9,"Pct Female Headed Household with Kids"
"59. McKinley Park","2000",11.9858349223645,"Pct Female Headed Household with Kids"
"59. McKinley Park","2010",12.3886414253898,"Pct Female Headed Household with Kids"
"59. McKinley Park","2008 - 2012",11.0372340425532,"Pct Female Headed Household with Kids"
"59. McKinley Park","2013 - 2017",11.4568599717115,"Pct Female Headed Household with Kids"
"60. Bridgeport","1970",7.36293611236973,"Pct Female Headed Household with Kids"
"60. Bridgeport","1980",12.0201384518565,"Pct Female Headed Household with Kids"
"60. Bridgeport","1990",10.9,"Pct Female Headed Household with Kids"
"60. Bridgeport","2000",10.9421734795613,"Pct Female Headed Household with Kids"
"60. Bridgeport","2010",10.2775195857124,"Pct Female Headed Household with Kids"
"60. Bridgeport","2008 - 2012",11.6440181188383,"Pct Female Headed Household with Kids"
"60. Bridgeport","2013 - 2017",7.67494356659142,"Pct Female Headed Household with Kids"
"61. New City","1970",7.26241900647948,"Pct Female Headed Household with Kids"
"61. New City","1980",16.2741897878293,"Pct Female Headed Household with Kids"
"61. New City","1990",25.2,"Pct Female Headed Household with Kids"
"61. New City","2000",20.8329477093938,"Pct Female Headed Household with Kids"
"61. New City","2010",19.9618765222916,"Pct Female Headed Household with Kids"
"61. New City","2008 - 2012",18.6330532212885,"Pct Female Headed Household with Kids"
"61. New City","2013 - 2017",19.5644194298299,"Pct Female Headed Household with Kids"
"62. West Elsdon","1970",2.73836196166293,"Pct Female Headed Household with Kids"
"62. West Elsdon","1980",3.43279640876683,"Pct Female Headed Household with Kids"
"62. West Elsdon","1990",4.1,"Pct Female Headed Household with Kids"
"62. West Elsdon","2000",7.12379935965849,"Pct Female Headed Household with Kids"
"62. West Elsdon","2010",9.73792394655704,"Pct Female Headed Household with Kids"
"62. West Elsdon","2008 - 2012",9.98773006134969,"Pct Female Headed Household with Kids"
"62. West Elsdon","2013 - 2017",9.90879960561992,"Pct Female Headed Household with Kids"
"63. Gage Park","1970",2.94117647058824,"Pct Female Headed Household with Kids"
"63. Gage Park","1980",4.74678760393046,"Pct Female Headed Household with Kids"
"63. Gage Park","1990",9.1,"Pct Female Headed Household with Kids"
"63. Gage Park","2000",10.5023408832089,"Pct Female Headed Household with Kids"
"63. Gage Park","2010",12.5191424196018,"Pct Female Headed Household with Kids"
"63. Gage Park","2008 - 2012",12.5995376316465,"Pct Female Headed Household with Kids"
"63. Gage Park","2013 - 2017",14.5265054040144,"Pct Female Headed Household with Kids"
"64. Clearing","1970",3.14811899889816,"Pct Female Headed Household with Kids"
"64. Clearing","1980",5.30788967286722,"Pct Female Headed Household with Kids"
"64. Clearing","1990",5,"Pct Female Headed Household with Kids"
"64. Clearing","2000",7.25595963111188,"Pct Female Headed Household with Kids"
"64. Clearing","2010",10.4634831460674,"Pct Female Headed Household with Kids"
"64. Clearing","2008 - 2012",9.95521873923527,"Pct Female Headed Household with Kids"
"64. Clearing","2013 - 2017",9.10123296560675,"Pct Female Headed Household with Kids"
"65. West Lawn","1970",2.94176108129597,"Pct Female Headed Household with Kids"
"65. West Lawn","1980",4.04690404690405,"Pct Female Headed Household with Kids"
"65. West Lawn","1990",3.9,"Pct Female Headed Household with Kids"
"65. West Lawn","2000",7.731657410114,"Pct Female Headed Household with Kids"
"65. West Lawn","2010",9.71706201771935,"Pct Female Headed Household with Kids"
"65. West Lawn","2008 - 2012",10.099474993092,"Pct Female Headed Household with Kids"
"65. West Lawn","2013 - 2017",12.1902591854173,"Pct Female Headed Household with Kids"
"66. Chicago Lawn","1970",3.2396449704142,"Pct Female Headed Household with Kids"
"66. Chicago Lawn","1980",7.10099379937144,"Pct Female Headed Household with Kids"
"66. Chicago Lawn","1990",14.8,"Pct Female Headed Household with Kids"
"66. Chicago Lawn","2000",23.0960264900662,"Pct Female Headed Household with Kids"
"66. Chicago Lawn","2010",21.9175719951716,"Pct Female Headed Household with Kids"
"66. Chicago Lawn","2008 - 2012",22.7249268880096,"Pct Female Headed Household with Kids"
"66. Chicago Lawn","2013 - 2017",19.3115573239567,"Pct Female Headed Household with Kids"
"67. West Englewood","1970",11.1227117700285,"Pct Female Headed Household with Kids"
"67. West Englewood","1980",29.695375849222,"Pct Female Headed Household with Kids"
"67. West Englewood","1990",27.1,"Pct Female Headed Household with Kids"
"67. West Englewood","2000",25.4861821903787,"Pct Female Headed Household with Kids"
"67. West Englewood","2010",26.7358857884491,"Pct Female Headed Household with Kids"
"67. West Englewood","2008 - 2012",26.5144392209537,"Pct Female Headed Household with Kids"
"67. West Englewood","2013 - 2017",22.6610553577209,"Pct Female Headed Household with Kids"
"68. Englewood","1970",22.4917483103683,"Pct Female Headed Household with Kids"
"68. Englewood","1980",34.7889041304679,"Pct Female Headed Household with Kids"
"68. Englewood","1990",35.4,"Pct Female Headed Household with Kids"
"68. Englewood","2000",35.8197002631278,"Pct Female Headed Household with Kids"
"68. Englewood","2010",33.3533834586466,"Pct Female Headed Household with Kids"
"68. Englewood","2008 - 2012",35.3130016051364,"Pct Female Headed Household with Kids"
"68. Englewood","2013 - 2017",34.0967934674368,"Pct Female Headed Household with Kids"
"69. Greater Grand Crossing","1970",14.6001307474395,"Pct Female Headed Household with Kids"
"69. Greater Grand Crossing","1980",21.1857018308631,"Pct Female Headed Household with Kids"
"69. Greater Grand Crossing","1990",25.2,"Pct Female Headed Household with Kids"
"69. Greater Grand Crossing","2000",31.374686580181,"Pct Female Headed Household with Kids"
"69. Greater Grand Crossing","2010",33.5202817268814,"Pct Female Headed Household with Kids"
"69. Greater Grand Crossing","2008 - 2012",34.8092453355611,"Pct Female Headed Household with Kids"
"69. Greater Grand Crossing","2013 - 2017",31.9778457950736,"Pct Female Headed Household with Kids"
"70. Ashburn","1970",3.30136637528643,"Pct Female Headed Household with Kids"
"70. Ashburn","1980",3.84063173007897,"Pct Female Headed Household with Kids"
"70. Ashburn","1990",4.1,"Pct Female Headed Household with Kids"
"70. Ashburn","2000",11.7618061717441,"Pct Female Headed Household with Kids"
"70. Ashburn","2010",12.4961777596575,"Pct Female Headed Household with Kids"
"70. Ashburn","2008 - 2012",12.3083051185023,"Pct Female Headed Household with Kids"
"70. Ashburn","2013 - 2017",10.2897983160368,"Pct Female Headed Household with Kids"
"71. Auburn Gresham","1970",9.35156859216604,"Pct Female Headed Household with Kids"
"71. Auburn Gresham","1980",19.4834288726362,"Pct Female Headed Household with Kids"
"71. Auburn Gresham","1990",21.2,"Pct Female Headed Household with Kids"
"71. Auburn Gresham","2000",23.1500589622642,"Pct Female Headed Household with Kids"
"71. Auburn Gresham","2010",24.5866892751166,"Pct Female Headed Household with Kids"
"71. Auburn Gresham","2008 - 2012",28.8736776602365,"Pct Female Headed Household with Kids"
"71. Auburn Gresham","2013 - 2017",22.521838207368,"Pct Female Headed Household with Kids"
"72. Beverly","1970",2.77819492416279,"Pct Female Headed Household with Kids"
"72. Beverly","1980",4.98714652956298,"Pct Female Headed Household with Kids"
"72. Beverly","1990",7.2,"Pct Female Headed Household with Kids"
"72. Beverly","2000",8.06757455611102,"Pct Female Headed Household with Kids"
"72. Beverly","2010",8.11724915445321,"Pct Female Headed Household with Kids"
"72. Beverly","2008 - 2012",6.12670713201821,"Pct Female Headed Household with Kids"
"72. Beverly","2013 - 2017",4.12234042553191,"Pct Female Headed Household with Kids"
"73. Washington Heights","1970",6.12126822494793,"Pct Female Headed Household with Kids"
"73. Washington Heights","1980",16.167036043392,"Pct Female Headed Household with Kids"
"73. Washington Heights","1990",13.1,"Pct Female Headed Household with Kids"
"73. Washington Heights","2000",14.3691123789306,"Pct Female Headed Household with Kids"
"73. Washington Heights","2010",18.2323763715617,"Pct Female Headed Household with Kids"
"73. Washington Heights","2008 - 2012",18.2760855476345,"Pct Female Headed Household with Kids"
"73. Washington Heights","2013 - 2017",17.6361672581392,"Pct Female Headed Household with Kids"
"74. Mount Greenwood","1970",2.61633011413521,"Pct Female Headed Household with Kids"
"74. Mount Greenwood","1980",3.1302717900656,"Pct Female Headed Household with Kids"
"74. Mount Greenwood","1990",3.7,"Pct Female Headed Household with Kids"
"74. Mount Greenwood","2000",5.34571723426213,"Pct Female Headed Household with Kids"
"74. Mount Greenwood","2010",5.4849639983058,"Pct Female Headed Household with Kids"
"74. Mount Greenwood","2008 - 2012",4.35532557136697,"Pct Female Headed Household with Kids"
"74. Mount Greenwood","2013 - 2017",5.90444398080534,"Pct Female Headed Household with Kids"
"75. Morgan Park","1970",6.11808709591237,"Pct Female Headed Household with Kids"
"75. Morgan Park","1980",12.7921984798509,"Pct Female Headed Household with Kids"
"75. Morgan Park","1990",11.6,"Pct Female Headed Household with Kids"
"75. Morgan Park","2000",14.0947164948454,"Pct Female Headed Household with Kids"
"75. Morgan Park","2010",15.1964285714286,"Pct Female Headed Household with Kids"
"75. Morgan Park","2008 - 2012",16.1315131705441,"Pct Female Headed Household with Kids"
"75. Morgan Park","2013 - 2017",14.161682423307,"Pct Female Headed Household with Kids"
